bus_number,bus_type,source,destination,departure_time,arrival_time,ticket_price_rs,available_seats,distance_km
TNSTC-RAN-10290,Non AC Seater,Ranipet,Perambalur,02:30,11:22,598,28,399
TNSTC-PUD-10291,Super Fast,Pudukkottai,Ramanathapuram,12:30,16:46,288,44,192
TNSTC-CUD-10292,AC Sleeper,Cuddalore,Krishnagiri,09:30,11:56,165,20,110
TNSTC-KAN-10293,AC Sleeper,Kanyakumari,Virudhunagar,17:00,23:26,435,16,290
TNSTC-TNJ-10294,AC Sleeper,Thanjavur,Thoothukudi,22:00,02:40,315,29,210
TNSTC-CBE-10295,AC Sleeper,Coimbatore,Madurai,07:00,13:33,442,32,295
TNSTC-NAG-10296,Deluxe,Nagapattinam,Dindigul,08:00,12:04,274,29,183
TNSTC-TRY-10297,Express,Trichy,Pudukkottai,18:00,22:00,270,20,180
TNSTC-RAM-10298,Non AC Seater,Ramanathapuram,Chennai,15:30,01:26,670,22,447
TNSTC-KAN-10299,Non AC Seater,Kanyakumari,Chennai,12:00,13:52,126,17,84
TNSTC-KRI-10300,Ultra Deluxe,Krishnagiri,Virudhunagar,04:30,09:38,346,36,231
TNSTC-VIR-10301,Ultra Deluxe,Virudhunagar,Trichy,04:30,17:12,858,22,572
TNSTC-CUD-10302,Deluxe,Cuddalore,Tiruvannamalai,06:30,16:35,681,19,454
TNSTC-TEN-10303,Deluxe,Tenkasi,Chennai,00:00,12:46,862,11,575
TNSTC-TRY-10304,Ultra Deluxe,Trichy,Ramanathapuram,12:30,16:59,303,13,202
TNSTC-ERD-10305,Ultra Deluxe,Erode,Tiruppur,03:30,06:27,199,36,133
TNSTC-SLM-10306,AC Sleeper,Salem,Villupuram,13:30,17:42,283,18,189
TNSTC-CUD-10307,Express,Cuddalore,Tiruppur,12:00,20:00,540,16,360
TNSTC-SIV-10308,Ultra Deluxe,Sivaganga,Tenkasi,00:30,09:47,627,36,418
TNSTC-NIL-10309,AC Sleeper,Nilgiris,Tenkasi,23:00,10:54,804,13,536
TNSTC-CHE-10310,AC Sleeper,Chengalpattu,Thanjavur,13:00,15:58,201,33,134
TNSTC-NIL-10311,Non AC Seater,Nilgiris,Chennai,11:30,18:35,478,35,319
TNSTC-KAN-10312,Deluxe,Kanyakumari,Cuddalore,06:00,16:44,724,42,483
TNSTC-NIL-10313,AC Sleeper,Nilgiris,Ranipet,03:30,04:51,91,33,61
TNSTC-TIR-10314,Deluxe,Tiruppur,Tiruvarur,23:30,06:00,439,11,293
TNSTC-TNV-10315,Ultra Deluxe,Tirunelveli,Villupuram,00:30,12:43,825,12,550
TNSTC-TEN-10316,Express,Tenkasi,Kallakurichi,18:30,20:22,126,25,84
TNSTC-NAM-10317,Ultra Deluxe,Namakkal,Theni,17:00,22:17,357,36,238
TNSTC-PUD-10318,Deluxe,Pudukkottai,Tiruppur,06:30,15:23,600,16,400
TNSTC-KAR-10319,Deluxe,Karur,Mayiladuthurai,09:30,13:19,258,36,172
TNSTC-VLR-10320,Express,Vellore,Theni,18:00,19:34,106,28,71
TNSTC-DIN-10321,Ultra Deluxe,Dindigul,Perambalur,20:30,23:00,169,44,113
TNSTC-NAM-10322,Express,Namakkal,Dindigul,07:30,13:04,376,12,251
TNSTC-SLM-10323,Super Fast,Salem,Tenkasi,14:00,15:58,133,20,89
TNSTC-TRY-10324,Deluxe,Trichy,Ariyalur,09:00,14:46,390,10,260
TNSTC-NIL-10325,Ultra Deluxe,Nilgiris,Coimbatore,11:00,13:29,168,42,112
TNSTC-NAM-10326,Non AC Seater,Namakkal,Dharmapuri,08:30,15:23,465,36,310
TNSTC-PER-10327,Deluxe,Perambalur,Karur,06:00,13:36,513,11,342
TNSTC-PER-10328,Deluxe,Perambalur,Krishnagiri,16:00,03:14,759,25,506
TNSTC-NIL-10329,Super Fast,Nilgiris,Mayiladuthurai,17:00,23:46,457,43,305
TNSTC-ARI-10330,Non AC Seater,Ariyalur,Thanjavur,22:30,08:47,694,15,463
TNSTC-TNJ-10331,Express,Thanjavur,Kanyakumari,01:30,13:27,807,25,538
TNSTC-TRY-10332,Super Fast,Trichy,Salem,10:30,17:50,495,36,330
TNSTC-NAG-10333,Super Fast,Nagapattinam,Tiruppur,20:00,09:09,888,15,592
TNSTC-TNI-10334,AC Sleeper,Theni,Pudukkottai,01:00,11:53,735,30,490
TNSTC-DIN-10335,Super Fast,Dindigul,Ariyalur,20:30,01:12,318,40,212
TNSTC-NAG-10336,Ultra Deluxe,Nagapattinam,Kallakurichi,07:30,11:35,276,10,184
TNSTC-SIV-10337,Deluxe,Sivaganga,Vellore,17:00,20:45,253,35,169
TNSTC-CHN-10338,Ultra Deluxe,Chennai,Nilgiris,00:00,03:16,220,40,147
TNSTC-ARI-10339,Express,Ariyalur,Krishnagiri,17:00,22:45,388,41,259
TNSTC-CHN-10340,Ultra Deluxe,Chennai,Dindigul,05:00,14:41,654,11,436
TNSTC-CBE-10341,AC Sleeper,Coimbatore,Sivaganga,07:30,20:34,882,45,588
TNSTC-TIR-10342,Express,Tiruvannamalai,Ranipet,02:30,08:46,423,33,282
TNSTC-TNV-10343,Super Fast,Tirunelveli,Mayiladuthurai,20:00,22:33,172,12,115
TNSTC-DIN-10344,Super Fast,Dindigul,Cuddalore,07:30,08:36,75,15,50
TNSTC-ERD-10345,Deluxe,Erode,Cuddalore,15:30,03:06,783,27,522
TNSTC-TIR-10346,Ultra Deluxe,Tiruppur,Mayiladuthurai,06:00,08:42,183,43,122
TNSTC-ARI-10347,AC Sleeper,Ariyalur,Krishnagiri,18:30,03:58,639,44,426
TNSTC-DIN-10348,Express,Dindigul,Pudukkottai,02:30,13:39,753,43,502
TNSTC-KRI-10349,AC Sleeper,Krishnagiri,Ramanathapuram,12:00,16:50,327,40,218
TNSTC-TIR-10350,Non AC Seater,Tiruvarur,Mayiladuthurai,03:00,10:33,510,10,340
TNSTC-VIR-10351,AC Sleeper,Virudhunagar,Krishnagiri,20:30,01:22,328,13,219
TNSTC-ARI-10352,Express,Ariyalur,Pudukkottai,17:30,01:27,537,15,358
TNSTC-TNJ-10353,AC Sleeper,Thanjavur,Villupuram,09:00,19:22,700,17,467
TNSTC-VLR-10354,Super Fast,Vellore,Ranipet,22:30,07:34,612,27,408
TNSTC-MDU-10355,Non AC Seater,Madurai,Erode,11:00,23:17,829,18,553
TNSTC-VIR-10356,Non AC Seater,Virudhunagar,Krishnagiri,01:00,05:28,301,29,201
TNSTC-TNI-10357,Ultra Deluxe,Theni,Salem,17:30,01:06,513,10,342
TNSTC-TRY-10358,AC Sleeper,Trichy,Mayiladuthurai,16:00,00:42,588,19,392
TNSTC-PER-10359,Express,Perambalur,Namakkal,04:00,09:16,355,25,237
TNSTC-TNI-10360,AC Sleeper,Theni,Pudukkottai,07:00,19:28,841,34,561
TNSTC-TNI-10361,AC Sleeper,Theni,Krishnagiri,21:00,05:11,553,29,369
TNSTC-TIR-10362,Super Fast,Tiruppur,Ariyalur,19:00,20:44,117,26,78
TNSTC-TRY-10363,Super Fast,Trichy,Madurai,05:30,14:43,622,31,415
TNSTC-ERD-10364,AC Sleeper,Erode,Ariyalur,19:00,06:46,795,17,530
TNSTC-VIL-10365,AC Sleeper,Villupuram,Nagapattinam,11:30,13:18,121,43,81
TNSTC-TRY-10366,Express,Trichy,Sivaganga,07:30,18:22,733,43,489
TNSTC-NAG-10367,Deluxe,Nagapattinam,Coimbatore,04:30,09:30,337,29,225
TNSTC-CHN-10368,Express,Chennai,Kallakurichi,04:30,15:20,732,45,488
TNSTC-TIR-10369,Deluxe,Tiruvarur,Villupuram,17:30,06:26,873,13,582
TNSTC-KRI-10370,Ultra Deluxe,Krishnagiri,Tirunelveli,00:00,10:06,682,12,455
TNSTC-NAM-10371,Express,Namakkal,Chengalpattu,06:30,18:08,786,34,524
TNSTC-VIR-10372,Express,Virudhunagar,Chennai,16:00,03:05,748,36,499
TNSTC-PER-10373,Non AC Seater,Perambalur,Thoothukudi,01:30,09:11,519,42,346
TNSTC-SLM-10374,AC Sleeper,Salem,Thoothukudi,17:30,22:58,369,11,246
TNSTC-KAN-10375,Ultra Deluxe,Kanyakumari,Cuddalore,17:00,22:48,391,13,261
TNSTC-PER-10376,AC Sleeper,Perambalur,Salem,23:30,05:07,379,43,253
TNSTC-NAG-10377,Super Fast,Nagapattinam,Salem,07:00,10:04,207,21,138
TNSTC-VLR-10378,Express,Vellore,Coimbatore,22:30,07:46,625,22,417
TNSTC-MAY-10379,Super Fast,Mayiladuthurai,Sivaganga,18:30,21:27,199,39,133
TNSTC-RAM-10380,Ultra Deluxe,Ramanathapuram,Theni,06:30,11:43,352,40,235
TNSTC-ERD-10381,AC Sleeper,Erode,Vellore,10:30,19:47,627,42,418
TNSTC-CHN-10382,Non AC Seater,Chennai,Ramanathapuram,19:30,22:10,180,12,120
TNSTC-TEN-10383,AC Sleeper,Tenkasi,Thanjavur,00:00,05:04,342,19,228
TNSTC-PUD-10384,Ultra Deluxe,Pudukkottai,Tiruvannamalai,19:30,21:27,132,43,88
TNSTC-ARI-10385,Express,Ariyalur,Villupuram,12:00,13:20,90,43,60
TNSTC-VIR-10386,Super Fast,Virudhunagar,Tiruppur,14:30,19:51,361,26,241
TNSTC-CHE-10387,Ultra Deluxe,Chengalpattu,Villupuram,19:30,04:27,604,43,403
TNSTC-CBE-10388,Express,Coimbatore,Theni,15:00,16:21,91,11,61
TNSTC-MAY-10389,Super Fast,Mayiladuthurai,Salem,05:00,14:56,670,14,447
TNSTC-PUD-10390,Deluxe,Pudukkottai,Ramanathapuram,11:00,16:49,393,42,262
TNSTC-TIR-10391,Deluxe,Tiruvannamalai,Krishnagiri,12:00,18:06,412,19,275
TNSTC-SIV-10392,Non AC Seater,Sivaganga,Nilgiris,17:30,00:54,499,22,333
TNSTC-RAM-10393,AC Sleeper,Ramanathapuram,Tiruppur,23:00,01:08,144,34,96
TNSTC-MDU-10394,Express,Madurai,Thanjavur,00:00,11:12,756,13,504
TNSTC-RAM-10395,Non AC Seater,Ramanathapuram,Krishnagiri,11:00,23:26,840,15,560
TNSTC-CBE-10396,Ultra Deluxe,Coimbatore,Chennai,01:00,07:50,462,35,308
TNSTC-NAM-10397,Ultra Deluxe,Namakkal,Krishnagiri,05:00,15:26,705,35,470
TNSTC-TNJ-10398,Deluxe,Thanjavur,Dharmapuri,23:30,04:00,304,32,203
TNSTC-NIL-10399,Express,Nilgiris,Nagapattinam,08:00,14:45,456,26,304
TNSTC-VIL-10400,Express,Villupuram,Nagapattinam,02:30,15:34,882,41,588
TNSTC-VLR-10401,Deluxe,Vellore,Tirunelveli,07:30,11:44,286,23,191
TNSTC-TIR-10402,Deluxe,Tiruppur,Namakkal,11:30,15:54,297,17,198
TNSTC-VIL-10403,Super Fast,Villupuram,Chengalpattu,13:00,02:18,898,30,599
TNSTC-PER-10404,Express,Perambalur,Erode,20:00,07:29,775,28,517
TNSTC-DIN-10405,AC Sleeper,Dindigul,Sivaganga,05:30,16:54,769,17,513
TNSTC-KAR-10406,Deluxe,Karur,Madurai,01:00,12:56,805,19,537
TNSTC-CUD-10407,Deluxe,Cuddalore,Thoothukudi,15:30,16:56,97,40,65
TNSTC-DIN-10408,Super Fast,Dindigul,Virudhunagar,02:00,10:33,577,26,385
TNSTC-SLM-10409,Deluxe,Salem,Erode,18:30,07:16,862,42,575
TNSTC-RAM-10410,Express,Ramanathapuram,Erode,04:00,09:33,375,16,250
TNSTC-TNJ-10411,Super Fast,Thanjavur,Theni,16:00,00:04,544,38,363
TNSTC-TIR-10412,Express,Tiruvannamalai,Pudukkottai,21:00,10:10,889,10,593
TNSTC-SLM-10413,Non AC Seater,Salem,Kanyakumari,04:30,07:36,210,38,140
TNSTC-TIR-10414,Express,Tiruvannamalai,Madurai,19:00,02:06,480,21,320
TNSTC-VLR-10415,Non AC Seater,Vellore,Tiruvarur,07:30,13:24,399,25,266
TNSTC-CHN-10416,AC Sleeper,Chennai,Villupuram,13:00,02:18,898,19,599
TNSTC-KRI-10417,Express,Krishnagiri,Ramanathapuram,12:30,20:47,559,18,373
TNSTC-MDU-10418,Deluxe,Madurai,Nilgiris,00:00,02:13,150,27,100
TNSTC-KAL-10419,Non AC Seater,Kallakurichi,Ramanathapuram,13:30,17:58,301,22,201
TNSTC-DHA-10420,Super Fast,Dharmapuri,Tiruvannamalai,10:30,21:18,729,40,486
TNSTC-DIN-10421,Ultra Deluxe,Dindigul,Chengalpattu,04:30,11:56,502,35,335
TNSTC-CHE-10422,Ultra Deluxe,Chengalpattu,Villupuram,08:30,18:39,685,21,457
TNSTC-KAR-10423,AC Sleeper,Karur,Nagapattinam,16:00,18:29,168,34,112
TNSTC-TIR-10424,Super Fast,Tiruvarur,Nagapattinam,15:30,01:38,684,23,456
TNSTC-CBE-10425,Deluxe,Coimbatore,Tiruppur,12:00,17:06,345,28,230
TNSTC-TNJ-10426,AC Sleeper,Thanjavur,Kallakurichi,06:30,13:27,469,26,313
TNSTC-RAM-10427,Non AC Seater,Ramanathapuram,Pudukkottai,19:30,23:15,253,18,169
TNSTC-SLM-10428,Ultra Deluxe,Salem,Kanyakumari,07:30,16:39,618,38,412
TNSTC-KAL-10429,Ultra Deluxe,Kallakurichi,Pudukkottai,16:30,01:19,595,18,397
TNSTC-TRY-10430,Super Fast,Trichy,Sivaganga,13:30,01:32,813,39,542
TNSTC-MAY-10431,Non AC Seater,Mayiladuthurai,Pudukkottai,15:30,17:44,151,26,101
TNSTC-TNJ-10432,Deluxe,Thanjavur,Dindigul,23:30,10:03,712,37,475
TNSTC-TIR-10433,Non AC Seater,Tiruvarur,Krishnagiri,11:00,14:38,246,17,164
TNSTC-KRI-10434,Express,Krishnagiri,Theni,00:00,05:48,391,19,261
TNSTC-RAN-10435,AC Sleeper,Ranipet,Kallakurichi,05:00,07:02,138,39,92
TNSTC-CBE-10436,Deluxe,Coimbatore,Tiruppur,09:00,19:18,696,38,464
TNSTC-RAN-10437,Express,Ranipet,Namakkal,14:30,17:43,217,36,145
TNSTC-CUD-10438,Ultra Deluxe,Cuddalore,Chengalpattu,07:30,20:04,849,20,566
TNSTC-CBE-10439,Super Fast,Coimbatore,Chennai,09:30,22:03,847,39,565
TNSTC-RAN-10440,Super Fast,Ranipet,Thanjavur,06:00,15:04,612,27,408
TNSTC-TIR-10441,Non AC Seater,Tiruvannamalai,Chennai,01:00,04:14,219,38,146
TNSTC-TNJ-10442,Deluxe,Thanjavur,Sivaganga,07:30,20:28,876,43,584
TNSTC-CUD-10443,Express,Cuddalore,Erode,08:30,18:56,705,37,470
TNSTC-TIR-10444,Non AC Seater,Tiruvannamalai,Villupuram,10:30,19:31,609,14,406
TNSTC-KAL-10445,Non AC Seater,Kallakurichi,Salem,13:30,20:38,481,23,321
TNSTC-RAM-10446,Express,Ramanathapuram,Perambalur,20:30,22:22,126,18,84
TNSTC-TNV-10447,Ultra Deluxe,Tirunelveli,Krishnagiri,16:00,19:24,229,18,153
TNSTC-KAL-10448,AC Sleeper,Kallakurichi,Dindigul,11:00,22:06,750,14,500
TNSTC-VLR-10449,Ultra Deluxe,Vellore,Kanyakumari,02:00,09:10,484,18,323
TNSTC-TIR-10450,AC Sleeper,Tiruppur,Perambalur,05:30,11:22,396,40,264
TNSTC-TNJ-10451,Deluxe,Thanjavur,Kanyakumari,10:30,23:48,898,23,599
TNSTC-TEN-10452,Express,Tenkasi,Tiruvarur,02:00,09:30,507,24,338
TNSTC-TNJ-10453,AC Sleeper,Thanjavur,Ranipet,04:30,08:42,283,31,189
TNSTC-TEN-10454,Ultra Deluxe,Tenkasi,Erode,06:00,08:17,154,29,103
TNSTC-RAM-10455,Ultra Deluxe,Ramanathapuram,Kanyakumari,09:00,13:20,292,27,195
TNSTC-TIR-10456,Ultra Deluxe,Tiruvarur,Dharmapuri,20:30,06:30,675,27,450
TNSTC-ARI-10457,Ultra Deluxe,Ariyalur,Pudukkottai,11:00,15:57,334,28,223
TNSTC-MDU-10458,Super Fast,Madurai,Tirunelveli,04:30,16:38,819,36,546
TNSTC-THO-10459,Super Fast,Thoothukudi,Chennai,16:30,18:08,111,25,74
TNSTC-CHE-10460,Express,Chengalpattu,Kallakurichi,22:30,06:00,507,32,338
TNSTC-NAM-10461,Super Fast,Namakkal,Theni,22:00,09:50,799,42,533
TNSTC-KAL-10462,Super Fast,Kallakurichi,Tenkasi,07:30,16:34,612,28,408
TNSTC-TIR-10463,Super Fast,Tiruvarur,Sivaganga,23:30,01:23,127,12,85
TNSTC-RAM-10464,Deluxe,Ramanathapuram,Madurai,01:00,09:06,547,29,365
TNSTC-KAL-10465,Super Fast,Kallakurichi,Pudukkottai,19:30,06:24,736,10,491
TNSTC-NAM-10466,Deluxe,Namakkal,Dindigul,09:30,15:47,424,32,283
TNSTC-NIL-10467,AC Sleeper,Nilgiris,Thanjavur,14:00,19:49,393,14,262
TNSTC-PER-10468,Ultra Deluxe,Perambalur,Dharmapuri,12:00,17:49,393,44,262
TNSTC-DIN-10469,AC Sleeper,Dindigul,Tiruvannamalai,18:30,21:42,216,34,144
TNSTC-NAG-10470,Deluxe,Nagapattinam,Ranipet,15:00,20:56,400,37,267
TNSTC-VIR-10471,Ultra Deluxe,Virudhunagar,Tenkasi,19:00,03:57,604,27,403
TNSTC-DIN-10472,Non AC Seater,Dindigul,Salem,19:30,05:40,687,12,458
TNSTC-CBE-10473,Ultra Deluxe,Coimbatore,Dindigul,09:30,17:15,523,37,349
TNSTC-DHA-10474,Non AC Seater,Dharmapuri,Kanyakumari,03:00,08:44,387,19,258
TNSTC-SIV-10475,Express,Sivaganga,Ranipet,18:00,06:18,831,18,554
TNSTC-VIL-10476,AC Sleeper,Villupuram,Trichy,20:30,23:55,231,22,154
TNSTC-DIN-10477,Ultra Deluxe,Dindigul,Virudhunagar,09:30,13:06,243,24,162
TNSTC-VIR-10478,Deluxe,Virudhunagar,Erode,05:30,10:19,325,27,217
TNSTC-PUD-10479,Ultra Deluxe,Pudukkottai,Ranipet,00:30,01:58,99,38,66
TNSTC-TNV-10480,AC Sleeper,Tirunelveli,Namakkal,14:30,01:47,762,20,508
TNSTC-PER-10481,AC Sleeper,Perambalur,Nagapattinam,17:00,23:13,420,19,280
TNSTC-SIV-10482,Ultra Deluxe,Sivaganga,Madurai,14:30,02:16,795,41,530
TNSTC-ARI-10483,AC Sleeper,Ariyalur,Chennai,01:00,06:57,402,27,268
TNSTC-TNJ-10484,Super Fast,Thanjavur,Erode,23:30,05:54,432,28,288
TNSTC-MDU-10485,Ultra Deluxe,Madurai,Perambalur,08:30,12:40,282,27,188
TNSTC-MAY-10486,Deluxe,Mayiladuthurai,Perambalur,03:00,09:25,433,19,289
TNSTC-TRY-10487,Non AC Seater,Trichy,Coimbatore,15:00,00:44,657,21,438
TNSTC-TNV-10488,Express,Tirunelveli,Ranipet,19:30,07:07,784,29,523
TNSTC-TNJ-10489,Express,Thanjavur,Thoothukudi,00:30,10:08,651,25,434
TNSTC-TEN-10490,Express,Tenkasi,Thanjavur,10:30,12:30,135,20,90
TNSTC-DIN-10491,Non AC Seater,Dindigul,Ramanathapuram,21:30,00:36,210,37,140
TNSTC-TIR-10492,Ultra Deluxe,Tiruvarur,Kanyakumari,14:30,03:12,858,39,572
TNSTC-RAM-10493,Non AC Seater,Ramanathapuram,Kanyakumari,01:30,06:39,348,32,232
TNSTC-ERD-10494,Non AC Seater,Erode,Karur,19:00,22:58,268,25,179
TNSTC-VIR-10495,Deluxe,Virudhunagar,Ariyalur,12:00,20:10,552,34,368
TNSTC-CUD-10496,Super Fast,Cuddalore,Madurai,02:00,06:46,322,13,215
TNSTC-TNV-10497,Express,Tirunelveli,Perambalur,14:00,02:16,828,16,552
TNSTC-VIR-10498,Express,Virudhunagar,Villupuram,20:30,01:50,360,30,240
TNSTC-KRI-10499,Ultra Deluxe,Krishnagiri,Nagapattinam,09:30,20:12,723,38,482
TNSTC-THO-10500,Ultra Deluxe,Thoothukudi,Chengalpattu,19:30,08:00,844,26,563
TNSTC-TIR-10501,Non AC Seater,Tiruvarur,Dharmapuri,11:00,12:20,90,12,60
TNSTC-SIV-10502,Ultra Deluxe,Sivaganga,Ramanathapuram,20:00,23:24,229,13,153
TNSTC-ERD-10503,Non AC Seater,Erode,Vellore,00:30,03:47,222,17,148
TNSTC-RAM-10504,Ultra Deluxe,Ramanathapuram,Kallakurichi,22:30,05:28,471,39,314
TNSTC-NIL-10505,Non AC Seater,Nilgiris,Vellore,03:00,13:34,714,15,476
TNSTC-DHA-10506,Ultra Deluxe,Dharmapuri,Dindigul,08:00,15:17,492,10,328
TNSTC-VIL-10507,Non AC Seater,Villupuram,Kanyakumari,02:00,07:16,355,35,237
TNSTC-VIR-10508,Non AC Seater,Virudhunagar,Tirunelveli,09:00,12:37,244,28,163
TNSTC-TIR-10509,Ultra Deluxe,Tiruvarur,Madurai,04:30,10:04,376,14,251
TNSTC-NIL-10510,Express,Nilgiris,Mayiladuthurai,00:00,13:17,897,37,598
TNSTC-NAM-10511,Express,Namakkal,Trichy,07:00,11:58,336,25,224
TNSTC-KAL-10512,Super Fast,Kallakurichi,Tenkasi,13:00,22:00,607,33,405
TNSTC-CHN-10513,Ultra Deluxe,Chennai,Pudukkottai,17:00,19:41,181,36,121
TNSTC-TIR-10514,Non AC Seater,Tiruvannamalai,Virudhunagar,10:00,11:12,81,19,54
TNSTC-TRY-10515,AC Sleeper,Trichy,Coimbatore,01:30,08:47,492,18,328
TNSTC-TIR-10516,Express,Tiruvannamalai,Thoothukudi,15:00,00:01,609,19,406
TNSTC-NAG-10517,Deluxe,Nagapattinam,Vellore,04:30,13:50,630,31,420
TNSTC-SLM-10518,Deluxe,Salem,Dindigul,13:00,15:12,148,28,99
TNSTC-KAR-10519,Deluxe,Karur,Tenkasi,09:00,17:06,547,10,365
TNSTC-DHA-10520,Super Fast,Dharmapuri,Perambalur,14:30,17:08,178,36,119
TNSTC-TNV-10521,Super Fast,Tirunelveli,Thoothukudi,19:00,06:04,747,41,498
TNSTC-ARI-10522,Ultra Deluxe,Ariyalur,Mayiladuthurai,19:00,22:40,247,21,165
TNSTC-TNV-10523,Ultra Deluxe,Tirunelveli,Dindigul,02:00,06:17,289,24,193
TNSTC-NAM-10524,Non AC Seater,Namakkal,Thoothukudi,15:00,23:08,549,41,366
TNSTC-NAG-10525,Ultra Deluxe,Nagapattinam,Madurai,10:30,15:24,331,19,221
TNSTC-TEN-10526,Super Fast,Tenkasi,Vellore,17:30,21:54,297,29,198
TNSTC-TRY-10527,Deluxe,Trichy,Ramanathapuram,06:00,08:24,162,37,108
TNSTC-KAL-10528,AC Sleeper,Kallakurichi,Trichy,17:30,04:58,774,40,516
TNSTC-NIL-10529,Deluxe,Nilgiris,Sivaganga,07:30,11:59,303,22,202
TNSTC-THO-10530,AC Sleeper,Thoothukudi,Namakkal,15:00,16:16,85,36,57
TNSTC-TIR-10531,Deluxe,Tiruppur,Trichy,09:30,10:38,76,15,51
TNSTC-PER-10532,Deluxe,Perambalur,Kanyakumari,10:00,15:18,358,18,239
TNSTC-NIL-10533,Express,Nilgiris,Tiruvannamalai,17:00,18:41,114,10,76
TNSTC-TIR-10534,Non AC Seater,Tiruvannamalai,Nagapattinam,18:30,01:55,501,42,334
TNSTC-SLM-10535,Express,Salem,Dharmapuri,15:00,03:01,811,29,541
TNSTC-VIR-10536,Deluxe,Virudhunagar,Karur,08:30,13:56,367,15,245
TNSTC-NAG-10537,Ultra Deluxe,Nagapattinam,Nilgiris,05:30,12:18,459,27,306
TNSTC-TNV-10538,Express,Tirunelveli,Thanjavur,08:00,12:56,333,12,222
TNSTC-TIR-10539,Super Fast,Tiruvannamalai,Kanyakumari,05:30,09:40,282,27,188
TNSTC-NIL-10540,Ultra Deluxe,Nilgiris,Chengalpattu,03:30,11:10,517,15,345
TNSTC-VIL-10541,Deluxe,Villupuram,Nagapattinam,08:00,14:12,418,20,279
TNSTC-PUD-10542,Deluxe,Pudukkottai,Thanjavur,09:30,22:48,898,38,599
TNSTC-TIR-10543,Ultra Deluxe,Tiruvannamalai,Ranipet,01:30,04:36,210,28,140
TNSTC-KAR-10544,Non AC Seater,Karur,Vellore,06:30,09:32,205,34,137
TNSTC-RAN-10545,Deluxe,Ranipet,Kallakurichi,23:30,06:30,472,42,315
TNSTC-TIR-10546,Ultra Deluxe,Tiruppur,Salem,06:30,17:27,739,34,493
TNSTC-MAY-10547,Express,Mayiladuthurai,Vellore,02:30,12:06,648,18,432
TNSTC-TNI-10548,Non AC Seater,Theni,Dindigul,03:30,11:43,555,44,370
TNSTC-RAM-10549,Non AC Seater,Ramanathapuram,Nagapattinam,00:00,12:26,840,35,560
TNSTC-SLM-10550,AC Sleeper,Salem,Ranipet,00:00,06:25,433,19,289
TNSTC-DIN-10551,Deluxe,Dindigul,Krishnagiri,21:00,02:38,381,16,254
TNSTC-RAM-10552,AC Sleeper,Ramanathapuram,Ariyalur,10:30,16:31,406,11,271
TNSTC-VIL-10553,Ultra Deluxe,Villupuram,Coimbatore,03:30,09:50,427,19,285
TNSTC-VLR-10554,AC Sleeper,Vellore,Tiruppur,22:00,07:00,607,37,405
TNSTC-TEN-10555,Non AC Seater,Tenkasi,Chennai,05:00,06:48,121,37,81
TNSTC-VIL-10556,Express,Villupuram,Coimbatore,23:00,09:05,681,41,454
TNSTC-ERD-10557,Non AC Seater,Erode,Dharmapuri,09:00,12:40,247,17,165
TNSTC-TIR-10558,AC Sleeper,Tiruppur,Sivaganga,04:30,13:31,609,29,406
TNSTC-RAN-10559,Express,Ranipet,Tirunelveli,00:00,01:41,114,21,76
TNSTC-KAL-10560,AC Sleeper,Kallakurichi,Nilgiris,02:30,12:19,663,36,442
TNSTC-VIR-10561,Deluxe,Virudhunagar,Kallakurichi,18:00,23:18,358,17,239
TNSTC-TIR-10562,AC Sleeper,Tiruppur,Chengalpattu,21:00,01:21,294,22,196
TNSTC-VIL-10563,Deluxe,Villupuram,Ranipet,18:00,00:38,448,37,299
TNSTC-ARI-10564,Super Fast,Ariyalur,Dharmapuri,01:30,08:30,472,35,315
TNSTC-DHA-10565,Deluxe,Dharmapuri,Erode,22:00,00:52,193,44,129
TNSTC-DIN-10566,Deluxe,Dindigul,Chennai,23:00,05:18,426,34,284
TNSTC-CBE-10567,Ultra Deluxe,Coimbatore,Pudukkottai,02:00,05:16,220,40,147
TNSTC-KAL-10568,AC Sleeper,Kallakurichi,Villupuram,23:00,11:42,858,13,572
TNSTC-DIN-10569,AC Sleeper,Dindigul,Thoothukudi,23:30,05:06,378,17,252
TNSTC-NIL-10570,AC Sleeper,Nilgiris,Ranipet,20:30,02:39,415,14,277
TNSTC-TEN-10571,Express,Tenkasi,Tiruvannamalai,22:00,06:22,565,27,377
TNSTC-NAM-10572,AC Sleeper,Namakkal,Chennai,05:30,12:30,472,38,315
TNSTC-DHA-10573,Deluxe,Dharmapuri,Nilgiris,14:30,23:47,627,36,418
TNSTC-NIL-10574,Express,Nilgiris,Tiruvannamalai,04:00,12:52,598,29,399
TNSTC-VLR-10575,Ultra Deluxe,Vellore,Chengalpattu,02:30,05:22,193,19,129
TNSTC-ARI-10576,Non AC Seater,Ariyalur,Tiruppur,01:30,11:50,697,42,465
TNSTC-TRY-10577,Super Fast,Trichy,Chengalpattu,19:00,05:05,681,38,454
TNSTC-MAY-10578,AC Sleeper,Mayiladuthurai,Villupuram,02:00,08:02,408,18,272
TNSTC-VIL-10579,Deluxe,Villupuram,Mayiladuthurai,05:30,11:44,421,38,281
TNSTC-ARI-10580,Ultra Deluxe,Ariyalur,Chengalpattu,06:30,14:23,532,10,355
TNSTC-DIN-10581,Express,Dindigul,Theni,22:00,04:01,406,24,271
