bus_number,bus_type,source,destination,departure_time,arrival_time,ticket_price_rs,available_seats
TNSTC 4439,AC Seater,Trichy,Tiruvannamalai,03:46 AM,01:37 PM,200,27
TNSTC 6801,Sleeper,Erode,Krishnagiri,10:56 AM,07:59 PM,630,39
TNSTC 5791,AC Sleeper,Tiruvallur,Coimbatore,03:04 PM,09:06 PM,370,3
TNSTC 2552,AC Seater,Chennai,Cuddalore,09:42 PM,01:04 AM,510,40
TNSTC 7962,Deluxe,Nilgiris,Kallakurichi,07:38 PM,12:00 AM,380,5
TNSTC 9158,Deluxe,Chengalpattu,Tirunelveli,09:47 PM,03:54 AM,440,28
TNSTC 9735,Government,Nilgiris,Salem,10:43 AM,03:13 PM,410,39
TNSTC 2074,Sleeper,Kallakurichi,Vellore,08:44 AM,05:23 PM,420,1
TNSTC 2872,Express,Ranipet,Madurai,01:19 PM,10:08 PM,540,1
TNSTC 9150,Ultra Deluxe,Namakkal,Chennai,09:24 AM,12:30 PM,250,1
TNSTC 2612,Ultra Deluxe,Kanchipuram,Ramanathapuram,12:53 PM,05:09 PM,600,30
TNSTC 5400,Deluxe,Chennai,Krishnagiri,05:22 PM,09:56 PM,250,30
TNSTC 2531,Express,Trichy,Namakkal,09:45 AM,12:50 PM,460,24
TNSTC 1735,Sleeper,Virudhunagar,Kanchipuram,12:04 PM,07:02 PM,320,7
TNSTC 2812,Sleeper,Coimbatore,Tirupur,04:07 AM,07:13 AM,320,15
TNSTC 9063,Ultra Deluxe,Tenkasi,Tirupur,09:49 AM,04:40 PM,640,20
TNSTC 8151,Ultra Deluxe,Tirunelveli,Tiruvallur,07:57 PM,12:28 AM,400,9
TNSTC 9490,AC Sleeper,Madurai,Chennai,03:15 PM,08:38 PM,250,17
TNSTC 5808,Deluxe,Coimbatore,Tenkasi,05:32 AM,11:11 AM,280,32
TNSTC 4053,AC Seater,Tiruvannamalai,Pudukkottai,06:23 AM,01:35 PM,390,34
TNSTC 2041,Ultra Deluxe,Ranipet,Tiruvallur,03:42 AM,09:03 AM,160,23
TNSTC 9492,Government,Tirunelveli,Villupuram,04:01 PM,12:05 AM,520,35
TNSTC 8186,AC Sleeper,Trichy,Thanjavur,02:34 PM,12:10 AM,150,13
TNSTC 6338,Deluxe,Tiruvallur,Salem,03:54 AM,01:10 PM,340,17
TNSTC 6212,AC Sleeper,Ramanathapuram,Tirupathur,09:14 PM,12:50 AM,640,33
TNSTC 4746,AC Sleeper,Krishnagiri,Dharmapuri,04:26 PM,02:15 AM,230,32
TNSTC 6743,Deluxe,Dharmapuri,Nilgiris,06:58 PM,11:05 PM,400,8
TNSTC 2519,Government,Madurai,Tiruvallur,09:06 AM,07:02 PM,590,19
TNSTC 7067,Ultra Deluxe,Nagapattinam,Dharmapuri,06:15 AM,11:09 AM,310,22
TNSTC 7307,Sleeper,Theni,Perambalur,09:00 PM,06:16 AM,570,24
TNSTC 2528,Sleeper,Ramanathapuram,Dindigul,07:11 AM,05:01 PM,180,3
TNSTC 7853,Ultra Deluxe,Ramanathapuram,Villupuram,02:09 AM,07:31 AM,150,34
TNSTC 7058,Government,Kanyakumari,Erode,07:59 AM,02:01 PM,540,32
TNSTC 2844,Deluxe,Krishnagiri,Nagapattinam,11:50 AM,02:26 PM,400,21
TNSTC 7253,Ultra Deluxe,Kanyakumari,Namakkal,06:21 AM,09:31 AM,230,9
TNSTC 2914,Sleeper,Villupuram,Dindigul,11:39 AM,02:08 PM,550,21
TNSTC 8317,Government,Theni,Nagapattinam,06:25 PM,01:26 AM,270,23
TNSTC 7931,Ultra Deluxe,Tiruvallur,Kanchipuram,01:56 AM,06:53 AM,170,33
TNSTC 6549,Deluxe,Mayiladuthurai,Theni,01:27 AM,03:32 AM,610,12
TNSTC 4735,AC Seater,Krishnagiri,Sivaganga,08:05 PM,03:58 AM,510,11
TNSTC 5112,Express,Thoothukudi,Villupuram,04:25 PM,12:45 AM,620,16
TNSTC 7353,Ultra Deluxe,Virudhunagar,Salem,02:48 PM,11:59 PM,390,31
TNSTC 1580,Express,Tirupur,Tiruvarur,02:02 AM,10:52 AM,550,28
TNSTC 9542,Express,Vellore,Tiruvannamalai,09:10 PM,11:16 PM,280,2
TNSTC 1035,AC Seater,Theni,Namakkal,08:21 AM,12:44 PM,460,40
TNSTC 2331,Ultra Deluxe,Chengalpattu,Kanyakumari,11:06 PM,08:40 AM,420,13
TNSTC 9028,Express,Kanchipuram,Tiruvallur,09:55 AM,07:40 PM,640,8
TNSTC 4967,Deluxe,Coimbatore,Namakkal,03:10 AM,09:30 AM,590,10
TNSTC 7561,Ultra Deluxe,Ramanathapuram,Tiruvannamalai,09:10 PM,03:45 AM,550,19
TNSTC 2471,AC Seater,Villupuram,Thoothukudi,03:17 PM,05:45 PM,490,1
TNSTC 5802,AC Sleeper,Kanchipuram,Perambalur,02:14 PM,07:47 PM,360,16
TNSTC 7679,Deluxe,Tiruvannamalai,Krishnagiri,04:27 AM,06:37 AM,210,28
TNSTC 7441,Express,Dharmapuri,Thoothukudi,08:17 PM,06:05 AM,620,23
TNSTC 4444,Sleeper,Cuddalore,Tiruvannamalai,04:04 PM,12:51 AM,430,12
TNSTC 9212,Sleeper,Villupuram,Thoothukudi,06:21 AM,10:00 AM,270,17
TNSTC 7183,Government,Tirupathur,Tenkasi,05:01 PM,12:39 AM,570,35
TNSTC 1766,Sleeper,Dharmapuri,Salem,11:29 AM,06:16 PM,360,24
TNSTC 7862,AC Seater,Chennai,Theni,04:31 AM,10:32 AM,600,6
TNSTC 5434,AC Seater,Vellore,Tirupathur,09:39 PM,03:40 AM,150,2
TNSTC 8154,AC Seater,Ambur,Pudukkottai,02:33 PM,11:21 PM,240,18
TNSTC 7419,Express,Cuddalore,Thoothukudi,03:17 AM,07:52 AM,170,14
TNSTC 9123,Government,Chennai,Thoothukudi,07:12 AM,11:02 AM,540,20
TNSTC 7666,AC Seater,Ramanathapuram,Chengalpattu,03:24 AM,10:33 AM,180,10
TNSTC 1962,Ultra Deluxe,Thoothukudi,Mayiladuthurai,09:03 AM,04:27 PM,620,33
TNSTC 2628,Express,Krishnagiri,Erode,04:50 PM,12:47 AM,290,38
TNSTC 4914,Government,Tirunelveli,Salem,12:33 AM,05:16 AM,170,4
TNSTC 1575,AC Sleeper,Ramanathapuram,Namakkal,12:43 AM,05:04 AM,250,11
TNSTC 4199,Express,Vellore,Tiruvannamalai,06:12 AM,02:15 PM,610,30
TNSTC 9691,Deluxe,Tirupur,Nagapattinam,08:52 PM,05:26 AM,550,5
TNSTC 8120,Express,Ariyalur,Tiruvallur,02:31 AM,08:20 AM,480,27
TNSTC 1021,Sleeper,Theni,Nagapattinam,11:37 PM,06:37 AM,340,19
TNSTC 2491,Government,Coimbatore,Tirupur,05:12 AM,01:10 PM,400,6
TNSTC 5011,AC Seater,Perambalur,Kanyakumari,03:14 AM,12:24 PM,330,1
TNSTC 5762,Deluxe,Salem,Kallakurichi,11:29 PM,07:27 AM,410,28
TNSTC 2205,Government,Chengalpattu,Ambur,03:38 PM,05:55 PM,600,39
TNSTC 7156,Government,Perambalur,Kallakurichi,10:56 AM,02:23 PM,590,21
TNSTC 1576,Ultra Deluxe,Tenkasi,Kanchipuram,08:26 PM,04:58 AM,220,38
TNSTC 9546,Ultra Deluxe,Sivaganga,Thoothukudi,07:37 PM,09:47 PM,190,27
TNSTC 3237,Express,Krishnagiri,Chengalpattu,02:35 PM,07:40 PM,260,11
TNSTC 6100,Ultra Deluxe,Coimbatore,Tiruvarur,01:09 AM,07:02 AM,320,27
TNSTC 7414,Sleeper,Dharmapuri,Mayiladuthurai,02:43 AM,07:10 AM,610,5
TNSTC 3719,Ultra Deluxe,Karur,Tiruvallur,05:23 PM,08:31 PM,590,4
TNSTC 8221,Government,Ranipet,Tiruvarur,06:58 PM,04:20 AM,440,19
TNSTC 1912,Ultra Deluxe,Tenkasi,Pudukkottai,04:11 PM,08:28 PM,210,35
TNSTC 7100,Deluxe,Coimbatore,Tirupathur,02:32 PM,07:54 PM,340,5
TNSTC 4132,Sleeper,Chennai,Kanchipuram,11:22 AM,03:24 PM,380,31
TNSTC 6175,Government,Tirunelveli,Tiruvarur,09:59 AM,04:39 PM,490,22
TNSTC 7135,Sleeper,Dharmapuri,Tiruvannamalai,02:32 PM,07:50 PM,430,39
TNSTC 8064,Deluxe,Tiruvarur,Kanchipuram,11:48 PM,04:36 AM,420,14
TNSTC 8805,Deluxe,Cuddalore,Perambalur,07:59 AM,02:22 PM,380,15
TNSTC 5710,Express,Virudhunagar,Kanchipuram,08:50 AM,04:38 PM,270,16
TNSTC 2096,AC Seater,Tirupur,Ramanathapuram,05:12 PM,12:59 AM,470,1
TNSTC 1657,AC Sleeper,Namakkal,Nilgiris,07:14 PM,10:47 PM,580,15
TNSTC 1911,Express,Nilgiris,Madurai,11:26 AM,02:05 PM,350,6
TNSTC 3948,AC Sleeper,Krishnagiri,Perambalur,05:31 PM,08:04 PM,430,11
TNSTC 4191,AC Seater,Kallakurichi,Tiruvallur,05:14 PM,02:48 AM,550,37
TNSTC 3513,Ultra Deluxe,Nagapattinam,Pudukkottai,09:09 PM,07:00 AM,260,4
TNSTC 6783,AC Sleeper,Tirupathur,Namakkal,02:17 PM,07:26 PM,310,8
TNSTC 6765,Ultra Deluxe,Madurai,Ambur,07:35 AM,10:23 AM,580,26
TNSTC 7205,Deluxe,Tiruvallur,Namakkal,12:39 PM,06:14 PM,310,37
TNSTC 1287,AC Sleeper,Salem,Erode,11:48 AM,04:41 PM,620,34
TNSTC 9702,AC Seater,Tiruvarur,Tirupathur,05:22 PM,03:05 AM,630,33
TNSTC 7922,AC Seater,Pudukkottai,Perambalur,06:03 PM,03:30 AM,590,2
TNSTC 1364,Express,Nilgiris,Cuddalore,08:37 AM,02:51 PM,450,16
TNSTC 7347,Ultra Deluxe,Tirupathur,Theni,12:10 AM,04:20 AM,540,31
TNSTC 7375,Sleeper,Perambalur,Krishnagiri,10:39 PM,08:28 AM,250,27
TNSTC 4842,AC Sleeper,Villupuram,Coimbatore,06:26 AM,12:57 PM,170,38
TNSTC 6272,AC Sleeper,Pudukkottai,Karur,02:30 AM,04:30 AM,400,30
TNSTC 8035,AC Sleeper,Pudukkottai,Sivaganga,05:56 AM,10:44 AM,180,28
TNSTC 5303,Ultra Deluxe,Pudukkottai,Tiruvarur,12:15 PM,07:56 PM,240,39
TNSTC 5561,Government,Virudhunagar,Chennai,09:52 PM,05:53 AM,600,9
TNSTC 4479,Sleeper,Ramanathapuram,Ambur,11:12 PM,06:22 AM,430,24
TNSTC 4197,Deluxe,Tiruvarur,Kanyakumari,04:04 AM,08:50 AM,400,28
TNSTC 8040,Sleeper,Pudukkottai,Tiruvarur,11:41 AM,09:30 PM,210,2
TNSTC 9733,Deluxe,Pudukkottai,Villupuram,08:50 AM,05:47 PM,210,20
TNSTC 6732,Ultra Deluxe,Nagapattinam,Dindigul,06:24 AM,03:12 PM,610,27
TNSTC 1230,Ultra Deluxe,Kallakurichi,Namakkal,09:26 AM,12:11 PM,450,30
TNSTC 1224,Express,Dharmapuri,Ariyalur,03:27 PM,08:35 PM,310,8
TNSTC 2880,Express,Sivaganga,Erode,12:59 PM,04:39 PM,560,14
TNSTC 5148,Ultra Deluxe,Virudhunagar,Ranipet,01:00 PM,03:20 PM,400,19
TNSTC 1807,Deluxe,Madurai,Tiruvarur,04:03 PM,06:59 PM,450,13
TNSTC 4013,Deluxe,Kanyakumari,Coimbatore,03:36 PM,06:27 PM,360,16
TNSTC 1862,AC Seater,Vellore,Tirupur,11:39 AM,09:23 PM,230,28
TNSTC 7557,Sleeper,Kanchipuram,Cuddalore,07:09 PM,02:34 AM,530,16
TNSTC 5925,AC Seater,Karur,Sivaganga,04:06 PM,06:33 PM,350,6
TNSTC 6720,AC Seater,Dharmapuri,Tirunelveli,06:29 PM,04:00 AM,480,2
TNSTC 7987,Deluxe,Ambur,Kanchipuram,03:45 PM,05:50 PM,380,19
TNSTC 5465,Express,Karur,Salem,01:33 PM,11:19 PM,620,38
TNSTC 5143,Sleeper,Nilgiris,Kallakurichi,09:43 PM,01:42 AM,550,4
TNSTC 4621,Government,Kanyakumari,Chennai,03:43 AM,09:59 AM,270,7
TNSTC 2254,AC Sleeper,Coimbatore,Vellore,03:45 PM,11:24 PM,610,21
TNSTC 9024,Government,Nilgiris,Villupuram,11:06 PM,04:49 AM,150,40
TNSTC 5942,AC Sleeper,Trichy,Salem,06:23 PM,10:21 PM,320,1
TNSTC 2134,AC Seater,Perambalur,Chennai,08:14 AM,11:21 AM,350,33
TNSTC 6771,Ultra Deluxe,Pudukkottai,Nilgiris,08:59 AM,12:30 PM,490,18
TNSTC 1555,Sleeper,Ramanathapuram,Thoothukudi,03:56 AM,10:14 AM,150,30
TNSTC 7749,Deluxe,Coimbatore,Madurai,09:20 PM,05:19 AM,410,37
TNSTC 1741,Express,Tenkasi,Ramanathapuram,09:38 AM,04:46 PM,230,7
TNSTC 8779,AC Seater,Salem,Krishnagiri,10:24 PM,08:05 AM,170,11
TNSTC 4836,Express,Madurai,Kanchipuram,01:05 AM,09:26 AM,230,8
TNSTC 8878,Deluxe,Kallakurichi,Tenkasi,11:26 AM,03:41 PM,580,21
TNSTC 1563,Deluxe,Coimbatore,Madurai,07:56 PM,11:33 PM,450,5
TNSTC 3702,Deluxe,Theni,Sivaganga,10:48 AM,03:18 PM,160,4
TNSTC 3934,Government,Tirupathur,Thoothukudi,10:57 PM,06:06 AM,410,5
TNSTC 4435,AC Sleeper,Krishnagiri,Virudhunagar,04:14 PM,07:56 PM,340,14
TNSTC 1991,Government,Madurai,Thanjavur,05:03 PM,10:11 PM,480,37
TNSTC 9565,AC Seater,Thoothukudi,Theni,07:15 PM,11:57 PM,350,20
TNSTC 9560,AC Sleeper,Coimbatore,Salem,12:04 AM,02:36 AM,300,7
TNSTC 5516,AC Seater,Villupuram,Tiruvallur,06:09 AM,01:21 PM,600,17
TNSTC 8465,Ultra Deluxe,Ranipet,Thanjavur,07:20 PM,12:54 AM,510,37
TNSTC 2032,AC Seater,Chengalpattu,Tiruvallur,06:55 PM,02:33 AM,630,8
TNSTC 9559,Deluxe,Vellore,Chennai,02:02 AM,04:04 AM,160,20
TNSTC 7219,Deluxe,Tiruvarur,Kallakurichi,02:29 PM,11:31 PM,380,10
TNSTC 1487,Government,Salem,Chengalpattu,04:42 PM,06:57 PM,420,21
TNSTC 2631,AC Seater,Chengalpattu,Pudukkottai,01:41 PM,10:03 PM,300,27
TNSTC 8937,AC Seater,Villupuram,Perambalur,10:12 PM,04:36 AM,450,11
TNSTC 9864,Deluxe,Namakkal,Virudhunagar,10:44 AM,01:45 PM,380,23
TNSTC 7709,Government,Ranipet,Thanjavur,12:29 PM,02:58 PM,420,30
TNSTC 3705,Ultra Deluxe,Chengalpattu,Perambalur,01:53 AM,06:44 AM,240,22
TNSTC 1855,Government,Tirupathur,Ambur,11:01 PM,06:07 AM,250,29
TNSTC 2556,Deluxe,Kanchipuram,Ramanathapuram,11:58 PM,04:10 AM,550,4
TNSTC 4325,AC Seater,Kanyakumari,Dharmapuri,04:23 AM,12:10 PM,630,9
TNSTC 9342,Ultra Deluxe,Namakkal,Mayiladuthurai,02:09 PM,06:07 PM,540,23
TNSTC 6989,Sleeper,Sivaganga,Tiruvarur,04:36 AM,11:38 AM,590,23
TNSTC 1475,Deluxe,Pudukkottai,Tiruvarur,04:45 AM,08:51 AM,500,9
TNSTC 6515,AC Seater,Tirupathur,Thoothukudi,03:38 PM,09:24 PM,540,23
TNSTC 3666,Express,Kanyakumari,Ranipet,08:06 AM,02:15 PM,590,40
TNSTC 2348,AC Sleeper,Krishnagiri,Namakkal,07:21 AM,03:28 PM,460,7
TNSTC 3843,Sleeper,Vellore,Karur,04:43 PM,02:08 AM,320,15
TNSTC 8089,Ultra Deluxe,Krishnagiri,Erode,12:33 PM,02:39 PM,290,1
TNSTC 3227,Sleeper,Chennai,Perambalur,07:52 AM,10:42 AM,580,31
TNSTC 8521,AC Sleeper,Ariyalur,Salem,03:13 PM,12:54 AM,490,14
TNSTC 7875,Government,Kanchipuram,Mayiladuthurai,11:19 AM,03:36 PM,250,19
TNSTC 7489,Deluxe,Namakkal,Tiruvannamalai,12:07 PM,02:45 PM,400,17
TNSTC 7184,AC Sleeper,Ambur,Tiruvannamalai,08:29 AM,06:20 PM,290,26
TNSTC 9963,AC Seater,Trichy,Chengalpattu,11:38 AM,06:31 PM,480,9
TNSTC 8428,Deluxe,Ranipet,Tirupur,04:05 AM,07:41 AM,430,31
TNSTC 5766,AC Sleeper,Nagapattinam,Erode,07:03 PM,12:16 AM,480,39
TNSTC 8592,Express,Ranipet,Tenkasi,12:30 PM,04:38 PM,250,35
TNSTC 9362,AC Seater,Trichy,Kallakurichi,03:08 PM,12:00 AM,430,33
TNSTC 7477,Deluxe,Erode,Nagapattinam,09:36 PM,05:53 AM,220,17
TNSTC 2679,Express,Chennai,Kallakurichi,01:05 AM,03:40 AM,380,33
TNSTC 7379,AC Sleeper,Nilgiris,Coimbatore,05:27 PM,09:42 PM,440,36
TNSTC 2147,Government,Mayiladuthurai,Vellore,02:23 PM,06:08 PM,240,17
TNSTC 1541,AC Seater,Tiruvannamalai,Salem,06:55 AM,10:38 AM,590,9
TNSTC 7986,Ultra Deluxe,Ariyalur,Salem,02:00 AM,09:45 AM,260,34
TNSTC 5463,Ultra Deluxe,Chennai,Namakkal,08:07 PM,05:56 AM,340,35
TNSTC 4105,AC Seater,Dindigul,Coimbatore,02:08 PM,04:14 PM,220,19
TNSTC 8215,Express,Coimbatore,Perambalur,04:11 PM,11:21 PM,500,4
TNSTC 8684,AC Seater,Kanyakumari,Thoothukudi,02:09 PM,08:52 PM,240,20
TNSTC 2226,Ultra Deluxe,Madurai,Dindigul,05:17 AM,02:56 PM,490,31
TNSTC 1416,Government,Theni,Ramanathapuram,06:59 PM,01:23 AM,240,26
TNSTC 4175,Ultra Deluxe,Chennai,Tirunelveli,02:05 PM,09:54 PM,200,9
TNSTC 8477,Express,Tiruvallur,Chengalpattu,05:32 PM,03:20 AM,310,5
TNSTC 7182,Government,Ranipet,Coimbatore,10:04 PM,01:42 AM,310,39
TNSTC 1628,Government,Krishnagiri,Kanchipuram,08:54 AM,03:32 PM,250,18
TNSTC 2532,AC Seater,Tirupathur,Trichy,01:25 AM,03:43 AM,170,3
TNSTC 2110,Deluxe,Tirupathur,Pudukkottai,11:33 AM,04:13 PM,610,22
TNSTC 6136,Sleeper,Pudukkottai,Chengalpattu,08:47 PM,12:22 AM,330,18
TNSTC 7533,Sleeper,Dindigul,Thoothukudi,10:43 AM,05:39 PM,480,15
TNSTC 9146,Ultra Deluxe,Vellore,Virudhunagar,01:23 AM,06:20 AM,620,18
TNSTC 8148,AC Sleeper,Pudukkottai,Tirunelveli,02:20 AM,11:34 AM,640,20
TNSTC 7846,Government,Tirupur,Chengalpattu,03:21 AM,10:01 AM,640,40
TNSTC 7665,Government,Nilgiris,Pudukkottai,05:14 PM,09:37 PM,210,1
TNSTC 5919,Government,Chengalpattu,Kallakurichi,09:08 AM,01:08 PM,150,9
TNSTC 4794,Deluxe,Chengalpattu,Ramanathapuram,08:13 AM,02:10 PM,280,29
TNSTC 6052,Deluxe,Tenkasi,Krishnagiri,08:28 PM,01:01 AM,640,35
TNSTC 2921,Express,Nagapattinam,Chengalpattu,05:13 PM,02:52 AM,440,13
TNSTC 2448,AC Sleeper,Tiruvannamalai,Ranipet,04:31 AM,12:14 PM,150,27
TNSTC 9715,AC Sleeper,Sivaganga,Nilgiris,04:54 PM,02:40 AM,220,12
TNSTC 1533,Deluxe,Ariyalur,Kanyakumari,01:20 AM,09:49 AM,190,15
TNSTC 3932,Express,Ariyalur,Nagapattinam,03:38 AM,10:25 AM,540,24
TNSTC 5116,Ultra Deluxe,Tirupur,Thanjavur,12:40 PM,05:58 PM,270,15
TNSTC 9537,AC Seater,Perambalur,Kanyakumari,05:19 PM,12:12 AM,630,2
TNSTC 6080,AC Seater,Dindigul,Sivaganga,09:14 PM,05:50 AM,340,7
TNSTC 7044,AC Seater,Krishnagiri,Perambalur,09:56 PM,03:40 AM,280,33
TNSTC 5935,Express,Vellore,Tirunelveli,06:52 AM,11:30 AM,480,34
TNSTC 4014,Express,Pudukkottai,Sivaganga,05:03 AM,11:32 AM,530,10
TNSTC 7003,AC Seater,Tiruvarur,Perambalur,01:09 PM,03:24 PM,550,12
TNSTC 5591,AC Sleeper,Thoothukudi,Coimbatore,05:36 PM,11:00 PM,190,33
TNSTC 3288,Ultra Deluxe,Tenkasi,Nagapattinam,09:25 PM,02:41 AM,350,2
TNSTC 6157,AC Sleeper,Sivaganga,Tirupathur,02:48 AM,09:17 AM,210,3
TNSTC 7016,AC Seater,Nilgiris,Kanchipuram,08:23 AM,04:32 PM,230,2
TNSTC 2131,Ultra Deluxe,Mayiladuthurai,Salem,06:13 PM,09:07 PM,530,19
TNSTC 1830,Sleeper,Nilgiris,Tirunelveli,05:51 PM,09:49 PM,200,35
TNSTC 8547,Government,Ranipet,Chengalpattu,10:09 AM,07:23 PM,600,35
TNSTC 3840,AC Sleeper,Kanyakumari,Thanjavur,08:45 AM,03:53 PM,410,31
TNSTC 4244,AC Sleeper,Villupuram,Kanchipuram,01:31 PM,10:56 PM,510,29
TNSTC 7535,Ultra Deluxe,Trichy,Ambur,06:32 AM,02:31 PM,290,20
TNSTC 4619,Sleeper,Mayiladuthurai,Cuddalore,09:50 AM,11:56 AM,640,21
TNSTC 5223,Deluxe,Tenkasi,Dharmapuri,10:44 PM,01:43 AM,260,34
TNSTC 7584,Sleeper,Nilgiris,Thoothukudi,09:04 AM,01:09 PM,230,33
TNSTC 3460,Government,Kallakurichi,Dharmapuri,10:48 PM,04:07 AM,330,10
TNSTC 1089,Sleeper,Tiruvallur,Theni,08:36 AM,12:57 PM,500,12
TNSTC 7647,Sleeper,Pudukkottai,Sivaganga,09:08 PM,12:47 AM,380,33
TNSTC 5050,Sleeper,Tiruvallur,Dindigul,08:51 AM,04:38 PM,460,36
TNSTC 2517,Ultra Deluxe,Tirunelveli,Trichy,11:03 PM,04:19 AM,410,3
TNSTC 2591,Government,Ambur,Nilgiris,03:44 PM,12:29 AM,450,34
TNSTC 4004,Sleeper,Tiruvallur,Dindigul,09:08 AM,06:33 PM,290,37
TNSTC 3586,AC Seater,Dharmapuri,Mayiladuthurai,05:38 PM,07:58 PM,470,39
TNSTC 6324,Express,Virudhunagar,Nilgiris,02:57 PM,09:38 PM,620,40
TNSTC 8694,Express,Dharmapuri,Madurai,01:44 PM,06:04 PM,270,24
TNSTC 9261,Express,Dharmapuri,Nagapattinam,06:19 PM,01:57 AM,280,17
TNSTC 1208,AC Seater,Cuddalore,Ramanathapuram,12:40 AM,08:45 AM,280,36
TNSTC 5311,Express,Dharmapuri,Vellore,04:13 AM,06:15 AM,240,17
TNSTC 5746,AC Seater,Cuddalore,Theni,08:23 AM,12:22 PM,350,38
TNSTC 7397,Sleeper,Madurai,Cuddalore,03:44 PM,09:56 PM,260,1
TNSTC 2822,Sleeper,Kanyakumari,Coimbatore,08:41 PM,11:48 PM,230,27
TNSTC 1540,Deluxe,Tirupathur,Ranipet,07:14 PM,12:05 AM,590,39
TNSTC 1979,AC Seater,Kanyakumari,Tiruvannamalai,12:04 PM,07:25 PM,190,26
TNSTC 4768,AC Sleeper,Thanjavur,Nagapattinam,09:32 PM,03:51 AM,350,3
TNSTC 5930,Sleeper,Ambur,Pudukkottai,04:19 AM,08:35 AM,250,26
TNSTC 5525,AC Sleeper,Vellore,Krishnagiri,11:03 AM,08:03 PM,590,40
TNSTC 6034,Deluxe,Tirupathur,Ranipet,02:02 AM,11:25 AM,560,24
TNSTC 8658,Deluxe,Nilgiris,Coimbatore,01:16 AM,04:46 AM,270,31
TNSTC 5037,Express,Theni,Salem,01:29 PM,10:16 PM,410,10
TNSTC 6897,AC Sleeper,Krishnagiri,Chengalpattu,05:08 AM,03:06 PM,420,20
TNSTC 5336,Ultra Deluxe,Madurai,Namakkal,09:20 PM,02:48 AM,420,17
TNSTC 1613,AC Seater,Tirupur,Tirupathur,09:24 AM,12:33 PM,150,14
TNSTC 9371,Deluxe,Kanchipuram,Erode,03:54 PM,11:48 PM,210,9
TNSTC 8858,AC Seater,Theni,Tenkasi,05:17 AM,02:30 PM,270,17
TNSTC 5274,AC Sleeper,Trichy,Ariyalur,07:15 AM,02:30 PM,510,30
TNSTC 7521,Ultra Deluxe,Thanjavur,Kanyakumari,03:48 AM,12:19 PM,490,12
TNSTC 4763,Deluxe,Tenkasi,Sivaganga,01:56 AM,11:32 AM,630,34
TNSTC 7973,Express,Tiruvarur,Namakkal,04:13 PM,08:22 PM,240,10
TNSTC 6454,Sleeper,Madurai,Kanchipuram,12:41 AM,06:22 AM,620,2
TNSTC 4205,Express,Ariyalur,Nilgiris,03:34 AM,11:03 AM,160,2
TNSTC 6224,Government,Namakkal,Thoothukudi,04:42 AM,08:37 AM,620,17
TNSTC 7890,Sleeper,Thanjavur,Cuddalore,03:39 PM,08:35 PM,220,23
TNSTC 1480,Sleeper,Ranipet,Kanyakumari,05:46 AM,12:54 PM,550,6
TNSTC 7768,AC Seater,Salem,Cuddalore,07:40 PM,10:12 PM,430,24
TNSTC 9357,AC Seater,Tirupur,Tirupathur,09:10 AM,02:52 PM,580,16
TNSTC 1127,Express,Kallakurichi,Tirupathur,03:04 PM,01:00 AM,190,15
TNSTC 3739,Deluxe,Perambalur,Kanchipuram,02:46 AM,10:43 AM,190,12
TNSTC 5653,AC Seater,Kanyakumari,Mayiladuthurai,09:43 AM,03:30 PM,530,10
TNSTC 6400,AC Sleeper,Virudhunagar,Thanjavur,11:53 AM,09:38 PM,470,22
TNSTC 3555,AC Seater,Ramanathapuram,Sivaganga,12:12 PM,03:20 PM,350,15
TNSTC 1246,AC Sleeper,Dindigul,Tirunelveli,07:12 AM,02:19 PM,260,7
TNSTC 1435,Government,Namakkal,Tirupathur,12:27 AM,04:55 AM,210,4
TNSTC 8500,AC Sleeper,Salem,Chengalpattu,08:37 PM,12:14 AM,320,22
TNSTC 4942,AC Sleeper,Salem,Tiruvarur,07:00 PM,04:49 AM,610,3
TNSTC 1709,Express,Kanchipuram,Krishnagiri,07:42 AM,04:22 PM,600,20
TNSTC 9445,AC Seater,Ambur,Perambalur,04:57 AM,11:21 AM,450,40
TNSTC 7160,AC Sleeper,Krishnagiri,Tirunelveli,02:45 AM,08:29 AM,580,11
TNSTC 1565,Express,Dharmapuri,Sivaganga,10:12 AM,03:03 PM,180,10
TNSTC 1332,Express,Tiruvarur,Theni,05:27 PM,08:05 PM,610,31
TNSTC 2902,AC Sleeper,Dindigul,Chengalpattu,11:25 AM,07:54 PM,270,8
TNSTC 6139,Express,Villupuram,Trichy,06:04 AM,03:51 PM,270,7
TNSTC 3495,Ultra Deluxe,Tenkasi,Perambalur,05:51 AM,02:11 PM,210,39
TNSTC 5599,AC Sleeper,Chennai,Sivaganga,04:44 AM,10:13 AM,410,35
TNSTC 3861,Deluxe,Karur,Ranipet,02:36 AM,08:09 AM,220,16
TNSTC 7690,AC Sleeper,Chengalpattu,Salem,11:02 AM,05:01 PM,250,12
TNSTC 9354,AC Seater,Kallakurichi,Coimbatore,07:38 PM,03:40 AM,470,19
TNSTC 2489,AC Seater,Kanchipuram,Virudhunagar,04:14 AM,06:29 AM,350,21
TNSTC 8915,Government,Krishnagiri,Thanjavur,04:47 AM,11:27 AM,520,27
TNSTC 2151,Sleeper,Tenkasi,Coimbatore,11:47 PM,06:00 AM,530,28
TNSTC 3827,Ultra Deluxe,Tirupur,Nilgiris,02:07 AM,08:40 AM,290,8
